"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q52","sex","age","race","edu","employ","income","politic1","politic2_1","quake","tornado","food","dog","marine","arm","police","rape","mug","fisherman","kidnap","crib","catch0","catch1","why","Q39","Q41","Country","condition","label","prompt"
"57","1/15/15 12:22","1/15/15 12:30",0,NA,449,1,"1/15/15 12:30","R_bfnPx2XN6xcNxUp",NA,NA,NA,NA,32.81,-117.03,NA,NA,1,1,27,2,3,2,2,2,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,"I thought about what other problems that the statement implies. As in the case of the soldier being shot, being shot in a training excercise means that we aren't implementing proper safety protocals. How many more will be killed as a result of this? You expect a soldier to be killed in combat. That is normal.","No.","This was a great survey. Thanks for everything.","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"58","1/15/15 12:22","1/15/15 12:30",0,NA,466,1,"1/15/15 12:30","R_bavR90LZHHy0ro9",NA,NA,NA,NA,35.08,-106.65,NA,NA,1,2,23,1,3,4,12,2,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,"If a sutuation makes the person less likely to be found or might lead to more damage of property or harm to other people, then that's the one I chose.","No.","No.","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"59","1/15/15 12:22","1/15/15 12:30",0,NA,489,1,"1/15/15 12:30","R_1z78LFLqxJBUOCp",NA,NA,NA,NA,44.07,-123.08,NA,NA,1,1,28,1,4,2,2,2,25,1,1,1,1,1,1,1,0,1,1,1,1,0,1,"I prevented the outcomes that seemed more severe, worse, or more unfortunate. In some cases, I had no real preference but I relied on my logic and intuition to make the best choice.","No","Everything was clear, thanks","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"60","1/15/15 12:21","1/15/15 12:30",0,NA,574,1,"1/15/15 12:30","R_9zaA70OaGRx6wVT",NA,NA,NA,NA,46.6,-122.68,NA,NA,1,2,60,1,2,6,1,2,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,"Most of the answers to the questions were six to one, half a dozen to the other; for example, I couldn't see which outcome was worse of two babies died and it didn't matter if one was premature and the other was brn on its due date.  Some, though, I was able to make somewhat of a judgement on, such as which is worse - a young woman being raped walking home from the library or being raped in her dorm room.  For that one, I chose ""dorm room"" because we all, I think, tend to have a feeling of ""safety"" when in our homes and that feeling of safety and security would be compromised in an attack.","no","no","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"61","1/15/15 12:26","1/15/15 12:31",0,NA,254,1,"1/15/15 12:31","R_eORPmgvNyEmH7tr",NA,NA,NA,NA,25.93,-80.18,NA,NA,1,1,27,1,4,1,2,2,5,1,1,0,1,1,1,1,1,1,1,1,1,0,1,"I answered them using my common sense. I went with my gut instinct. ","No","None","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"62","1/15/15 12:26","1/15/15 12:31",0,NA,278,1,"1/15/15 12:31","R_eJWbqueg1FgHdWZ",NA,NA,NA,NA,41.72,-70.48,NA,NA,1,2,29,1,4,4,9,2,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,"I choose the worst of the two options to prevent from happening. If both for equally bad or too similar to make a decision I just picked on at random. ","no","no","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"63","1/15/15 12:23","1/15/15 12:31",0,NA,454,1,"1/15/15 12:31","R_cu4C5R6UGsqHP4V",NA,NA,NA,NA,42.21,-83.62,NA,NA,1,1,23,1,4,1,3,1,74,1,0,1,1,0,0,1,0,0,1,1,0,0,1,"For the most part, I tried to choose the outcome that seemed more unlikely to happen.  So if you put yourself in a situation where you know that getting raped, dying in an earthquake, or getting food poisoning is more likely to occur, than I didn't feel as bad for that person and chose the other person to save.","No I did not, very straighforward","No, thanks!","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"64","1/15/15 12:24","1/15/15 12:31",0,NA,428,1,"1/15/15 12:31","R_eG1elp40Yv1lkLb",NA,NA,NA,NA,37.34,-89.59,NA,NA,1,1,31,1,4,1,9,11,61,1,1,1,1,1,1,1,1,1,1,1,0,0,1,"I tried to think about which outcome affected more people. And which was more ironic. ","No.","Nope. ","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"65","1/15/15 12:23","1/15/15 12:31",0,NA,500,1,"1/15/15 12:31","R_d6hFxEhK3JwNe1T",NA,NA,NA,NA,37.92,-84.42,NA,NA,1,2,31,1,2,1,1,1,19,1,0,1,1,1,0,0,1,1,1,1,1,0,1,"I just used common sense,as in the first question,trying to prevent or help somebody in Detroit is not going to be helpful,because crime is so bad there that it will happened to somebody else in Detroit,so thats why I picked the other option","no","-","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"66","1/15/15 12:24","1/15/15 12:31",0,NA,447,1,"1/15/15 12:31","R_b8FnM61MnNtKFzD",NA,NA,NA,NA,28.71,-81.35,NA,NA,1,2,36,1,3,3,2,2,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,"I let the more likely one happen and prevented the one that had less odds of happening.","no","no, thank you","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"67","1/15/15 12:18","1/15/15 12:31",0,NA,794,1,"1/15/15 12:31","R_8iWY8DigpqpxmXr",NA,NA,NA,NA,40.76,-74.04,NA,NA,1,1,32,1,6,3,10,9,52,0,1,1,0,1,0,1,1,1,1,1,1,0,1,"In certain cases, scenarios were deemed worse because they were less expected to happen in one scenario (being mugged in Denver vs Detroit). In other cases, the scenario was objectively worse in one scenario (a rapist waiting in a private dorm room has broken and entered in addition to the larger crime). Lastly, there were some ambiguous cases where the lesser of two evils was taken as the group I identified more with (California vs Oklahoma).","Some examples were extreme or arbitrary","You need to increase the time limit so people have more time to share their thoughts and reflect.","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"68","1/15/15 12:23","1/15/15 12:31",0,NA,490,1,"1/15/15 12:32","R_cBnLAOBSEGKTGfj",NA,NA,NA,NA,39.14,-121.62,NA,NA,1,2,48,1,3,2,10,2,17,1,1,1,0,1,1,1,1,1,1,0,1,0,1,"Tried to find some small reason why one would be worse then the other.  They are both bad and no clear choice.  ","it is very odd not to have a clear choice of which is better.  Very hard to pick between to wrong answers.  ","no","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"69","1/15/15 12:22","1/15/15 12:32",0,NA,600,1,"1/15/15 12:32","R_5i5A8CjpIQPO8iF",NA,NA,NA,NA,36.68,-75.92,NA,NA,1,2,31,1,6,3,10,1,22,1,1,1,1,1,1,1,1,1,0,0,1,0,1,"In as many cases as I could, I tried to prevent the more unexpected event from happening.  In other cases, where people died or were injured, I tried to prevent them from getting hurt/killed in places they wouldn't be found easily.  If injuries or pain was inflicted, I tried to prevent the more inconvenient of the two options.","No","No","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"70","1/15/15 12:22","1/15/15 12:33",0,NA,640,1,"1/15/15 12:33","R_aa98ToE3T5nzJaJ",NA,NA,NA,NA,40.14,-79.93,NA,NA,1,1,25,1,2,1,1,9,29,1,0,0,1,1,1,1,1,0,1,0,0,0,1,"I wanted to prevent the most unfortunate outcome.","no","","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"71","1/15/15 12:23","1/15/15 12:33",0,NA,595,1,"1/15/15 12:33","R_9HLyzJiCRGWOUCx",NA,NA,NA,NA,32.8,-80,NA,NA,1,2,34,1,4,3,3,2,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,"Some of them were equally bad (the ones mentioning different states, for example), so I just picked either one with no real reason. For some of the others, I chose answers based on emotions...for example, a woman being drugged and raped by someone she met at a concert is worse than being drugged and raped by someone she met at a bar because she might forever associate her rape with a band that she loves and may never want to listen to that band again. In the case of the old woman breaking her hip, I thought that in her home was worse than in her driveway because she is likely to be found and taken to the hospital sooner if she is outside.","No","","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"72","1/15/15 12:23","1/15/15 12:33",0,NA,588,1,"1/15/15 12:33","R_6EXMwHmbYcEdD2l",NA,NA,NA,NA,43.11,-89.27,NA,NA,1,1,29,5,6,1,10,2,43,1,0,1,1,1,0,1,0,0,1,1,1,0,1,"I did some moral judgment to choose the answer. ","NO","NO","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"73","1/15/15 12:26","1/15/15 12:33",0,NA,455,1,"1/15/15 12:33","R_8fgVMR2y0beSh4V",NA,NA,NA,NA,42.21,-83.21,NA,NA,1,2,26,1,3,5,2,2,2,1,1,0,1,0,0,1,1,1,1,0,0,0,1,"I choose the answer that would work out for the most people. I tried to be objective and choose to prevent the outcome that would be an unexpected occurance. ","I did not find the study confusing","I do not have any additional comments, thank you.","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"74","1/15/15 12:24","1/15/15 12:34",0,NA,578,1,"1/15/15 12:34","R_dhD4ZnPrx4isSAR",NA,NA,NA,NA,47.94,-122.24,NA,NA,1,2,42,1,3,3,9,9,100,0,1,1,0,1,1,1,1,1,1,1,1,0,1,"When a situation seemed unusual or less likely to happen I chose that option as being worse. For one or two I had to guess because the both seemed about the same. If one of the situations sounded like the person would be hurt worse, then I chose that one. ","I didn't really notice anything odd or confusing about making my choices. ","I enjoyed taking part in the study. Thank you. ","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"75","1/15/15 12:17","1/15/15 12:34",0,NA,1003,1,"1/15/15 12:34","R_b2PKjl5iOfrVTEN",NA,NA,NA,NA,42.05,-87.89,NA,NA,1,2,45,1,4,5,11,2,35,1,0,0,0,0,1,1,1,0,1,0,1,0,1,"It varied from question to question.  Here's one example, I thought someone who was robbed in Denver would have access to more resources and a better funded police department than someone in Detroit.  For the girls with Leukemia, radiation therapy while not pleasant is easier to bear than chemo.  A boy kidnapped in Guatemala would have a lower chance of being rescued than someone living in a wealthy country like Norway.  If something bad is going to happen you want to be where help is easier to get","no","no","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"76","1/15/15 12:21","1/15/15 12:34",0,NA,763,1,"1/15/15 12:34","R_1KTcI0LxAWKtwDr",NA,NA,NA,NA,40.6,-74,NA,NA,1,1,28,5,4,4,12,2,20,1,1,1,0,1,1,1,1,1,0,0,1,0,1,"In similar scenarios but with different locations, I chose the least expected location for the scenario to occur as the worse outcome. For example, the scenario of a tornado in destroying a house in Oregon vs a tornado destroying a house in Nebraska. Nebraska is in tornado alley, so it's somewhat expected that there would be destruction involved there anytime a tornado hits whereas in Oregon, tornadoes are far less likely to occur and unexpected, therefore a tornado occurring in Oregon would be the worse off of the two. Other scenarios were somewhat trickier and considerable assumptions were made in order to choose the answers that I did.","None","Please extend the HIT timer for this survey.","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"77","1/15/15 12:21","1/15/15 12:34",0,NA,788,1,"1/15/15 12:34","R_bdsUBFhtsAJsKeV",NA,NA,NA,NA,40.35,-75.68,NA,NA,1,2,52,1,4,2,2,2,10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"I usually chose the answer that was least likely to happen, that would be the most rare or surprising, but sometimes they seemed equal.","no","no","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"78","1/15/15 12:26","1/15/15 12:34",0,NA,507,1,"1/15/15 12:34","R_9o8yNgnQrmaAkqF",NA,NA,NA,NA,40.76,-73.64,NA,NA,1,2,27,1,4,4,11,2,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"I tried to prevent actions that would have a worse outcome. For choices where the only difference was the state or city I chose to prevent the action for the person in the poorer city or state. For the chemo or radiation question, I assume chemo would feel worse. For the baby situation, I assume it would be harder for the parents of the premature baby, since they already had to deal with the premature birth. For the burger situation, it would be more of an ordeal for food poisoning at the four star because it is a greater expense and usually a special experience to go to a four star","n/a","n/a","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"79","1/15/15 12:21","1/15/15 12:35",0,NA,801,1,"1/15/15 12:35","R_56GMqI5VcvjBEwZ",NA,NA,NA,NA,43.09,-73.5,NA,NA,1,2,42,1,2,3,3,11,51,1,1,0,1,0,0,1,0,0,0,1,0,0,1,"I chose to stop the man crashing into a telephone pole because the telephone is connected to other poles that could fall down due to the first pole falling.","N/A","Excellent survey, thank you.","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"80","1/15/15 12:23","1/15/15 12:35",0,NA,700,1,"1/15/15 12:35","R_39Q9KhDNcJZ1A8t",NA,NA,NA,NA,42.31,-71.12,NA,NA,1,2,29,1,4,1,10,2,16,1,0,1,0,1,0,0,1,1,1,1,1,0,0,"I tried to see which of the outcomes I would feel worse if that happened","No","No","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"81","1/15/15 12:21","1/15/15 12:35",0,NA,828,1,"1/15/15 12:35","R_3w61MdtcFZiur09",NA,NA,NA,NA,26.18,-80.22,NA,NA,1,2,28,3,4,1,3,3,53,1,1,0,0,1,1,0,0,1,1,0,1,0,1,"I try to prevent the ones where there less likely to get hurt","no","no","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"82","1/15/15 12:26","1/15/15 12:35",0,NA,513,1,"1/15/15 12:35","R_5BigEDjlSeWpvUx",NA,NA,NA,NA,41.23,-85.33,NA,NA,1,2,49,1,2,1,2,2,51,1,1,1,1,1,0,1,1,0,0,0,1,0,1,"Some were easy, but some neither answer was better then the other. On those I just clicked what may have been worse to some people.","It was odd that on some the choices were equally bad.","No","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"83","1/15/15 12:27","1/15/15 12:35",0,NA,470,1,"1/15/15 12:35","R_6tmZTecW7Q19tbv",NA,NA,NA,NA,38.52,-91.03,NA,NA,1,2,51,1,3,6,1,2,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,"I think they are both bad, and don't know why I answered how I did.","No","None","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"84","1/15/15 12:24","1/15/15 12:35",0,NA,684,1,"1/15/15 12:35","R_7P2fd7byEQZLJjv",NA,NA,NA,NA,40.28,-79.38,NA,NA,1,2,23,1,5,2,2,11,33,0,1,1,0,0,1,1,1,1,0,0,1,0,1,"I tried to look at each situation as best as I could, and decide based on the information that was given.","no","no","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"85","1/15/15 12:25","1/15/15 12:36",0,NA,659,1,"1/15/15 12:36","R_74luk2C6RgUG03r",NA,NA,NA,NA,39.92,-75.42,NA,NA,1,2,35,3,4,1,10,2,37,1,0,0,1,1,0,1,0,1,1,0,1,0,1,"I don't know why I feld like the more affluent the state the people had already had a nice life.  For the others if the activity or location was of a higher risk i figured that should have had the tragedy.  I feel so bad but that was my logic.","no","not confusing but i feel bad about my answers","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"86","1/15/15 12:25","1/15/15 12:36",0,NA,672,1,"1/15/15 12:36","R_8CXj0RkyGr3WNcp",NA,NA,NA,NA,47.39,-122.26,NA,NA,1,1,36,1,2,1,10,10,46,1,1,1,0,0,1,1,1,1,0,1,0,0,1,"It seems like some of the questions were geared towards what we might expect for a certain area vs what we would not expect in another.  I just gave my answers based on my initial reaction without second guessing.","Straight forward and easy to follow.","I would be curious to see if my assessment of the study was correct.","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"87","1/15/15 12:24","1/15/15 12:37",0,NA,784,1,"1/15/15 12:37","R_72id5DkpzMfHkWh",NA,NA,NA,NA,37.52,-77.5,NA,NA,1,2,31,2,4,1,3,10,59,1,1,0,1,1,1,1,1,0,0,0,1,0,1,"detroit seems more criminal minded, so it seems more certain that someone would get mugged","yes. the choices were too similar it was almost just a toss up ","no","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"88","1/15/15 12:22","1/15/15 12:37",0,NA,920,1,"1/15/15 12:38","R_5ARSu6FrVj2Cn6B",NA,NA,NA,NA,29.94,-82.7,NA,NA,1,1,40,1,3,4,1,9,50,1,1,0,1,1,1,1,1,0,1,1,1,0,1,"I think I found myself  picking the answer based on how close I felt to them and the one that you would not expect to happen.","No I didn't","Thank you","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"89","1/15/15 12:30","1/15/15 12:38",0,NA,490,1,"1/15/15 12:38","R_71iyK4IIA4QSp7v",NA,NA,NA,NA,29.59,-95.22,NA,NA,1,1,24,2,3,3,9,10,52,0,1,0,0,0,0,1,1,0,1,0,0,0,1,"Some of them had the risk there and a possibility of it happening. I figured if someone knew the risks, then it shouldn't come as a surprise. Others, I just had to pick whichever one hurt me less to read","No","No","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"90","1/15/15 12:31","1/15/15 12:38",0,NA,407,1,"1/15/15 12:38","R_6XyhyjhsYUPkIJv",NA,NA,NA,NA,28.62,-81.43,NA,NA,1,1,57,1,4,5,1,2,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,"tried to figure best outcome, but most were 50/50 toss-ups","no","no","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"91","1/15/15 12:27","1/15/15 12:38",0,NA,633,1,"1/15/15 12:38","R_3mzdhg6tBZukUND",NA,NA,NA,NA,40.52,-74.87,NA,NA,1,2,50,1,3,2,10,1,84,1,0,1,1,1,0,1,1,1,0,1,1,0,1,"It was very hard to choose.   In most cases, I chose the option that seemed less likely.","no","no","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"92","1/15/15 12:33","1/15/15 12:38",0,NA,301,1,"1/15/15 12:38","R_3xehRkm5qgrcxa5",NA,NA,NA,NA,40.62,-73.82,NA,NA,1,1,31,1,4,1,9,2,21,1,1,1,1,1,1,0,0,1,0,0,0,0,1,"I just chose whatever I thought the worst overall situation was.  There was no specific strategy used, just what I was feeling at the time.","No","No comments, thank you~","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"93","1/15/15 12:32","1/15/15 12:39",0,NA,380,1,"1/15/15 12:39","R_ehCVKvQi8tsb71z",NA,NA,NA,NA,32.88,-117.24,NA,NA,1,2,27,5,5,1,10,2,8,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Sometimes it was easy as in, its worse if someone gets shot diong something routine versus when they're in a dangerous situation. Others, it was pretty random what I chose because nether seemed ""better"" than the other","","","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"94","1/15/15 12:24","1/15/15 12:40",0,NA,993,1,"1/15/15 12:40","R_6rqQKRmrncKFbYV",NA,NA,NA,NA,36.92,-84.17,NA,NA,1,2,26,1,4,1,2,2,5,0,0,1,1,1,1,1,1,1,1,0,0,0,1,"I tried to pick the ones to prevent that would be the most unexpected. I also made choices based around my personal life.","no","none","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"95","1/15/15 12:34","1/15/15 12:40",0,NA,370,1,"1/15/15 12:40","R_6ScIJPY3PiDuqqh",NA,NA,NA,NA,33.39,-84.56,NA,NA,1,2,40,3,6,1,11,2,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,"I tried to avoid situations that seemed to be more common or that I felt could happen to me.  I also tried to avoid situations where the person took more precautions.","no","no","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"96","1/15/15 12:36","1/15/15 12:41",0,NA,342,1,"1/15/15 12:41","R_5iKL1IyVYqifbKd",NA,NA,NA,NA,42.02,-91.66,NA,NA,1,2,39,1,6,1,10,9,38,1,0,0,1,1,1,0,0,0,0,0,0,0,1,"It was very difficult, the answers were so close or really exactly the same for so many. Just tried to pick the one that would prevent the most damage if possible.","yes, so many were the same, just a different location. Impossible to pick, one not better than the other.","no","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"97","1/15/15 12:36","1/15/15 12:42",0,NA,388,1,"1/15/15 12:42","R_dmndpWgLxd2idut",NA,NA,NA,NA,27.95,-82.46,NA,NA,1,1,32,1,5,1,2,11,19,0,0,1,0,0,0,1,0,1,1,0,1,0,1,"whichever was more common or more uncommon or more violent. it was a little confusing. oh, well some of the paying attention answers, I was actually paying attention to LOL. interesting survey!","was basically the same questions...","none","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"98","1/15/15 12:20","1/15/15 12:47",0,NA,1626,1,"1/15/15 12:47","R_2owAD6o39sfuQtL",NA,NA,NA,NA,40.05,-75.41,NA,NA,1,2,28,1,4,1,10,2,26,0,1,1,1,1,1,1,1,1,1,1,1,0,1,"Sometimes I answered the way I did because there were no other options, as in both scenarios were equally awful, but that choice was not an option. Like the man dying in a house fire in New Hampshire or Connecticut, or the border collie or the retriever both getting hit by cars. They are all awful and circumstances are the same or similar enough to not warrant a judgement of degree. It's not like one breed is sadder to lose than the other.



Sometimes the choice was easy because of an expected or perceived inherent danger -- like the rescue dog getting burned vs a family pet getting burned. Or a soldier getting killed in Baghdad versus during a training exercise at home. In these situations, risk is calculated, expected, and accepted. It doesn't make the outcome less tragic on a human level, but less surprising on a ""news"" level.



Then there were some answers that seemed worse because they seemed like they could apply to me personally or other co-horts (like women getting raped in public) than being a soldier or crab fisherman in a specific scenario.



The old woman hurting her hip in her driveway or home perplexed me the most and was the most difficult to answer. I think falling & hurting her hip at home could potentially be worse if she lives alone. By falling in her driveway, she could at least be guaranteed someone would see her and get help. HOWEVER, falling on concrete might result in a worse breakage than falling on soft indoor flooring like carpeting. So I am still unsure which outcome is worse!","In most situations I was able to discern which outcome had an inherent risk versus ""freak accident"" component, except the old woman and breaking her hip in the driveway versus her own home."," ","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"99","1/15/15 12:26","1/15/15 12:48",0,NA,1288,1,"1/15/15 12:48","R_7arbqAUPlxNTXKZ",NA,NA,NA,NA,34.29,-118.61,NA,NA,1,1,66,1,3,3,9,1,83,0,0,0,0,1,0,1,0,1,1,1,0,0,1,"Most of the questions depicted results that were indiscernible from one another. As such, any possible responses were quite arbitrary.","It was confusing in that I wanted to make the right decisions, but felt I could not find good reasons.","Frustrating.","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"100","1/15/15 12:40","1/15/15 12:48",0,NA,439,1,"1/15/15 12:48","R_4Jyg531p2TuXDz7",NA,NA,NA,NA,43.88,-88.85,NA,NA,1,1,62,1,2,1,3,1,58,1,1,1,0,1,1,1,1,1,1,1,1,0,1,"For some of the questions, when there was really no choice difference either way, I just chose one in no particular order. On others, it was simply a matter of degree . None of the choices were good, just some not as bad.","no","no","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"101","1/15/15 12:43","1/15/15 12:50",0,NA,381,1,"1/15/15 12:50","R_1LYaqSg8IlTC4Yd",NA,NA,NA,NA,35.65,-119.44,NA,NA,1,1,36,1,2,1,2,2,16,0,0,0,1,1,1,1,0,0,0,1,0,0,1,"it was tough to answer either way, i just really went with my gut since i had to make a choice.","no","interesting study","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"102","1/15/15 12:35","1/15/15 12:50",0,NA,849,1,"1/15/15 12:50","R_b0YSuPYJD3VzQWh",NA,NA,NA,NA,43.01,-76.16,NA,NA,1,2,60,1,4,2,1,9,21,0,1,1,0,0,1,1,1,1,1,0,1,0,1,"It was very hard to answer all of the questions because I had sympathy for all the people. Some I answered with logic like worse to lose your right foot because it is so necessary to drive. Some I was feeling sorry for someone in a country like Guatemala more than someone in Norway because their life is already harder. Some I I honestly am not sure why I made that chose because the two choices had no difference in my mind they were equally as bad. Sometimes I just felt more sorry for the rescue dog who already had a tough life. The choices were all hard but in some cases one was just slightly easier because of sympathy.","no","","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"103","1/15/15 12:39","1/15/15 12:50",0,NA,662,1,"1/15/15 12:50","R_2hrd70kJII35Ui1",NA,NA,NA,NA,39.94,-75.18,NA,NA,1,1,32,1,3,3,2,9,19,1,1,1,1,1,1,0,1,0,0,0,1,0,1,"I went with my gut on most of them as the situations were almost identical to each other.","nothing","thank you","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"104","1/15/15 12:41","1/15/15 12:52",0,NA,670,1,"1/15/15 12:52","R_3JM4ZvtnIIhkPNH",NA,NA,NA,NA,35.9,-86.96,NA,NA,1,2,56,5,4,4,3,11,51,1,0,0,0,1,0,0,1,0,0,0,1,0,1,"Even though they were similar, I considered some aspects such as location would cause longer suffering or trigger ironic sense of pains. ","no","","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"105","1/15/15 12:46","1/15/15 12:55",0,NA,545,1,"1/15/15 12:55","R_cGTvuONWP86OYnP",NA,NA,NA,NA,40.84,-111.91,NA,NA,1,2,31,1,4,5,1,9,85,0,0,1,1,0,0,0,0,0,0,1,1,0,1,"On most of them I just chose an answer because the two situations were too similar; however, on some situations the setting of the event made me chose one option over the other (for example a woman met a man at a bar who later raped her vs. a women who met a man at a concert I would choose to prevent the outcome from the woman who went to the concert).","no","no","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"106","1/15/15 12:41","1/15/15 12:55",0,NA,828,1,"1/15/15 12:55","R_8GrsGnFOQtkNJTD",NA,NA,NA,NA,29.1,-82.35,NA,NA,1,2,59,1,4,2,1,1,72,0,0,1,1,0,0,1,1,0,0,0,0,0,1,"The responses that sounded worse to me or ones I could relate to was the reason I picked them as the asnwer. For example, someone's golden retriever is hit and killed by a car or someone's border collie is hit and killed by a car. When the border collie was hit and killed it was worse to me because I own two border collies.","It was a little odd, but not confusing.","No, nothing.","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"107","1/15/15 12:57","1/15/15 13:02",0,NA,358,1,"1/15/15 13:02","R_1YNkZvcMaiAerw9",NA,NA,NA,NA,43.06,-89.41,NA,NA,1,1,24,1,3,1,1,2,13,1,1,1,1,1,1,1,0,0,0,1,1,0,1,"A lot of them were arbitrary but for some I tried to think how it would effect other people not just the one who died.","no","no","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"108","1/15/15 12:23","1/15/15 12:23",0,NA,7,0,"1/15/15 16:23","R_cAVFXH87S0BZT8h",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"","","","United States","","",""
"109","1/15/15 12:26","1/15/15 12:32",0,NA,326,0,"1/15/15 16:32","R_80SigWDcTNJQDfT",NA,NA,NA,NA,NA,NA,NA,NA,1,1,40,5,5,5,3,11,48,0,1,0,0,0,1,0,0,0,0,0,0,NA,1,"","","","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"110","1/15/15 12:22","1/15/15 12:38",0,NA,1001,0,"1/15/15 16:38","R_6hPtXNoebMxJiU5",NA,NA,NA,NA,NA,NA,NA,NA,1,2,64,1,4,1,3,9,53,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"","","","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"111","1/15/15 12:37","1/15/15 12:39",0,NA,129,0,"1/15/15 16:39","R_7WZynbB6ssP6v5j",NA,NA,NA,NA,NA,NA,NA,NA,1,2,36,1,6,1,10,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,"","","","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"112","1/15/15 12:40","1/15/15 12:59",0,NA,1141,0,"1/15/15 16:59","R_eV4Uz2XtOi7QDxr",NA,NA,NA,NA,NA,NA,NA,NA,1,2,26,3,2,1,2,2,14,0,1,0,1,1,1,1,0,1,1,1,1,0,1,"Because in some cases it seemed like there just was no good choice, I just went with my gut and what I initially felt and what would've been most important to me had I been in those situations","","","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
